account_no,amount,location,transaction_count,transaction_type,device_type,is_new_location,is_fraud
ACC3159,778321,Peshawar,17,Withdrawal,Desktop,1,1
ACC5573,58080,Quetta,5,Transfer,Mobile,1,0
ACC4724,139347,Karachi,8,Payment,Desktop,0,0
ACC9775,142554,Peshawar,9,Payment,Mobile,0,0
ACC9884,100562,Quetta,4,Payment,ATM,0,0
ACC6811,57420,Peshawar,3,Withdrawal,POS,0,0
ACC7968,88430,Quetta,5,Payment,POS,0,0
ACC5849,94353,Quetta,4,Deposit,Desktop,1,0
ACC9603,163350,Peshawar,1,Payment,POS,0,0
ACC5204,184513,Islamabad,2,Transfer,POS,0,0
ACC3060,24760,Islamabad,8,Transfer,Mobile,0,0
ACC8651,12890,Karachi,7,Withdrawal,Mobile,1,0
ACC5198,113942,Peshawar,6,Deposit,Mobile,0,0
ACC7628,193063,Karachi,1,Withdrawal,Mobile,0,0
ACC2526,175893,Lahore,2,Withdrawal,POS,0,0
ACC4460,149810,Karachi,4,Payment,Mobile,0,0
ACC9727,106395,Lahore,1,Withdrawal,POS,0,0
ACC3412,88367,Peshawar,1,Payment,Desktop,0,0
ACC7549,113497,Karachi,6,Withdrawal,Desktop,1,0
ACC5669,129880,Quetta,8,Transfer,ATM,0,0
ACC5563,7748,Peshawar,4,Withdrawal,POS,0,0
ACC6795,122344,Karachi,4,Withdrawal,POS,1,0
ACC7885,877565,Lahore,19,Transfer,POS,1,1
ACC9346,20076,Peshawar,7,Deposit,Mobile,1,0
ACC6405,142778,Karachi,9,Withdrawal,Mobile,0,0
ACC1773,66066,Islamabad,3,Payment,Desktop,0,0
ACC3317,127814,Quetta,5,Payment,POS,0,0
ACC9006,94357,Islamabad,2,Deposit,Desktop,0,0
ACC4577,145025,Lahore,9,Transfer,Mobile,0,0
ACC8679,21561,Quetta,3,Withdrawal,ATM,0,0
ACC5708,37256,Karachi,1,Deposit,POS,0,0
ACC1270,17628,Islamabad,4,Transfer,Desktop,0,0
ACC7833,773676,Karachi,41,Withdrawal,Desktop,1,1
ACC3466,141187,Karachi,4,Payment,POS,0,0
ACC2064,39789,Lahore,1,Withdrawal,Mobile,0,0
ACC5628,474628,Karachi,10,Withdrawal,Mobile,1,1
ACC9134,7469,Islamabad,3,Deposit,ATM,0,0
ACC2289,103977,Karachi,4,Deposit,POS,0,0
ACC1594,101096,Karachi,6,Transfer,Desktop,0,0
ACC6528,77216,Karachi,7,Deposit,Desktop,0,0
ACC7391,192838,Islamabad,1,Deposit,POS,0,0
ACC4170,62974,Lahore,2,Deposit,POS,0,0
ACC5760,448760,Islamabad,10,Transfer,ATM,1,1
ACC3155,30575,Karachi,3,Deposit,Desktop,0,0
ACC9636,147748,Islamabad,7,Payment,ATM,0,0
ACC9793,43721,Islamabad,7,Transfer,ATM,0,0
ACC8560,789157,Karachi,49,Transfer,Desktop,0,1
ACC8037,1538,Quetta,9,Deposit,Mobile,0,0
ACC8597,140048,Peshawar,2,Transfer,Desktop,0,0
ACC8864,182762,Lahore,9,Transfer,Mobile,0,0
ACC8929,138110,Quetta,9,Payment,POS,0,0
ACC3491,68591,Karachi,7,Transfer,Mobile,1,0
ACC3559,181901,Quetta,3,Withdrawal,Desktop,1,0
ACC5044,92832,Islamabad,3,Transfer,Desktop,0,0
ACC7877,84934,Islamabad,1,Deposit,Desktop,0,0
ACC6128,36737,Lahore,6,Payment,POS,0,0
ACC4660,34025,Karachi,3,Withdrawal,Mobile,0,0
ACC3812,187969,Quetta,1,Transfer,Mobile,0,0
ACC5203,4752,Quetta,2,Transfer,POS,0,0
ACC1237,90256,Karachi,4,Transfer,Mobile,0,0
ACC8746,71196,Islamabad,9,Deposit,ATM,0,0
ACC2474,347504,Islamabad,15,Transfer,Desktop,0,1
ACC7297,131551,Peshawar,3,Withdrawal,POS,1,0
ACC5734,111809,Peshawar,6,Transfer,POS,0,0
ACC7335,98146,Peshawar,9,Transfer,Desktop,0,0
ACC6252,15028,Karachi,3,Withdrawal,Mobile,1,0
ACC4252,93437,Karachi,9,Transfer,ATM,1,0
ACC1443,194943,Peshawar,8,Deposit,ATM,1,0
ACC1042,43412,Lahore,3,Payment,Desktop,0,0
ACC1335,8585,Peshawar,9,Payment,ATM,0,0
ACC4596,6344,Karachi,8,Transfer,ATM,0,0
ACC5801,92396,Karachi,4,Withdrawal,POS,0,0
ACC9418,66459,Islamabad,6,Deposit,POS,1,0
ACC3668,147465,Peshawar,4,Transfer,ATM,0,0
ACC5902,396941,Peshawar,29,Withdrawal,POS,1,1
ACC3756,157012,Islamabad,5,Transfer,POS,0,0
ACC1930,117916,Quetta,8,Withdrawal,Mobile,0,0
ACC5685,151159,Peshawar,1,Transfer,Desktop,0,0
ACC7762,10425,Lahore,9,Deposit,ATM,0,0
ACC1608,165080,Peshawar,6,Deposit,Mobile,0,0
ACC1212,21805,Quetta,8,Withdrawal,POS,0,0
ACC5402,125736,Peshawar,6,Deposit,ATM,0,0
ACC1626,179751,Quetta,9,Withdrawal,ATM,0,0
ACC9835,88618,Karachi,4,Transfer,Desktop,0,0
ACC2269,846863,Lahore,38,Transfer,ATM,1,1
ACC9750,142864,Quetta,8,Withdrawal,POS,0,0
ACC5975,150153,Lahore,6,Payment,Desktop,0,0
ACC3541,757718,Lahore,30,Payment,POS,1,1
ACC9268,193613,Quetta,8,Payment,ATM,0,0
ACC3872,20565,Islamabad,9,Transfer,Mobile,0,0
ACC8690,185835,Islamabad,4,Withdrawal,Mobile,0,0
ACC7549,197154,Quetta,5,Withdrawal,POS,0,0
ACC3326,38282,Peshawar,9,Deposit,ATM,0,0
ACC9508,16113,Karachi,1,Payment,POS,0,0
ACC8007,131092,Quetta,4,Deposit,POS,0,0
ACC5327,964139,Karachi,21,Payment,ATM,0,1
ACC6596,198209,Peshawar,5,Transfer,Mobile,0,0
ACC3577,5727,Islamabad,4,Deposit,ATM,0,0
ACC1381,192440,Peshawar,3,Payment,Desktop,0,0
ACC9339,21061,Quetta,5,Deposit,ATM,0,0
ACC3813,26644,Quetta,2,Deposit,Desktop,1,0
ACC9742,98627,Peshawar,3,Withdrawal,POS,1,0
ACC3502,148724,Quetta,9,Deposit,Mobile,1,0
ACC1662,325754,Islamabad,20,Transfer,ATM,0,1
ACC5976,38658,Quetta,5,Deposit,ATM,0,0
ACC7394,101788,Karachi,1,Withdrawal,Mobile,0,0
ACC1943,36996,Islamabad,2,Withdrawal,Mobile,0,0
ACC1020,66918,Lahore,5,Transfer,Desktop,0,0
ACC4461,79936,Karachi,6,Payment,Mobile,1,0
ACC3782,89766,Lahore,7,Transfer,POS,0,0
ACC1871,163455,Islamabad,6,Transfer,POS,0,0
ACC1473,50332,Peshawar,8,Withdrawal,ATM,0,0
ACC3066,116507,Lahore,8,Withdrawal,POS,0,0
ACC7919,98216,Lahore,9,Withdrawal,POS,1,0
ACC5880,68581,Islamabad,4,Transfer,POS,1,0
ACC3748,163764,Peshawar,9,Withdrawal,Mobile,0,0
ACC6881,59086,Karachi,3,Transfer,Desktop,0,0
ACC4403,142688,Islamabad,7,Transfer,ATM,0,0
ACC7712,728592,Lahore,22,Withdrawal,Desktop,1,1
ACC3318,630614,Karachi,22,Payment,POS,1,1
ACC3249,181993,Peshawar,8,Withdrawal,Desktop,0,0
ACC2116,123966,Peshawar,7,Transfer,POS,0,0
ACC3929,425331,Islamabad,22,Withdrawal,ATM,1,1
ACC2510,21852,Lahore,3,Payment,ATM,1,0
ACC1028,37514,Quetta,2,Deposit,ATM,0,0
ACC5284,24855,Quetta,2,Transfer,Mobile,0,0
ACC4674,31340,Peshawar,3,Transfer,ATM,0,0
ACC1759,65644,Quetta,7,Deposit,Desktop,0,0
ACC2658,507796,Karachi,18,Payment,Desktop,1,1
ACC1313,128107,Lahore,9,Withdrawal,Mobile,1,0
ACC3716,159658,Lahore,9,Deposit,ATM,1,0
ACC3584,183782,Karachi,1,Payment,ATM,0,0
ACC4523,172872,Quetta,2,Payment,ATM,0,0
ACC3847,165629,Quetta,4,Transfer,Desktop,0,0
ACC2686,84890,Islamabad,3,Payment,ATM,0,0
ACC5414,105182,Lahore,1,Transfer,Mobile,0,0
ACC3023,49221,Lahore,4,Deposit,Mobile,0,0
ACC9925,142631,Quetta,3,Transfer,Desktop,0,0
ACC8243,110692,Lahore,3,Withdrawal,Mobile,0,0
ACC5089,606790,Quetta,10,Withdrawal,Mobile,1,1
ACC2737,49843,Karachi,9,Transfer,ATM,0,0
ACC8402,174067,Islamabad,8,Deposit,Mobile,1,0
ACC3127,162625,Islamabad,3,Payment,Desktop,0,0
ACC5217,48305,Lahore,5,Withdrawal,Desktop,1,0
ACC3975,90258,Quetta,9,Withdrawal,POS,1,0
ACC2260,192415,Quetta,8,Payment,Mobile,0,0
ACC1600,821561,Islamabad,27,Withdrawal,Desktop,1,1
ACC8223,158692,Karachi,3,Deposit,ATM,0,0
ACC4976,945253,Lahore,13,Withdrawal,ATM,1,1
ACC7843,37945,Islamabad,8,Withdrawal,ATM,0,0
ACC6350,65556,Lahore,2,Withdrawal,POS,1,0
ACC7336,376771,Quetta,31,Withdrawal,POS,0,1
ACC1803,84222,Lahore,6,Payment,Mobile,1,0
ACC3667,66719,Karachi,1,Payment,Mobile,0,0
ACC9271,555320,Islamabad,32,Transfer,Desktop,0,1
ACC1167,70079,Karachi,5,Payment,POS,0,0
ACC4096,90781,Lahore,9,Deposit,POS,0,0
ACC7723,174677,Peshawar,3,Deposit,Mobile,0,0
ACC2330,777037,Peshawar,23,Transfer,Mobile,1,1
ACC9395,85194,Lahore,9,Payment,Desktop,0,0
ACC5254,12306,Karachi,2,Withdrawal,ATM,0,0
ACC3577,103345,Lahore,4,Transfer,Mobile,0,0
ACC1403,149424,Lahore,3,Deposit,ATM,1,0
ACC3487,791395,Karachi,27,Withdrawal,POS,1,1
ACC7776,82413,Quetta,8,Withdrawal,Mobile,0,0
ACC4953,50752,Peshawar,8,Payment,Desktop,0,0
ACC5900,184625,Peshawar,3,Transfer,POS,0,0
ACC6991,8021,Islamabad,6,Deposit,Mobile,0,0
ACC7060,76214,Islamabad,1,Payment,POS,1,0
ACC2951,105978,Quetta,8,Withdrawal,ATM,0,0
ACC5798,88057,Peshawar,1,Deposit,POS,0,0
ACC3234,87582,Karachi,9,Withdrawal,Mobile,0,0
ACC1388,105794,Quetta,3,Payment,POS,0,0
ACC7606,174590,Lahore,4,Deposit,Mobile,1,0
ACC6990,887966,Quetta,19,Transfer,Mobile,1,1
ACC1513,83566,Karachi,3,Transfer,Mobile,0,0
ACC6987,319888,Lahore,13,Payment,ATM,1,1
ACC9430,58207,Karachi,7,Deposit,Mobile,0,0
ACC4451,16092,Peshawar,7,Transfer,Mobile,0,0
ACC4467,316520,Karachi,46,Transfer,Desktop,1,1
ACC5092,673155,Peshawar,15,Transfer,Mobile,1,1
ACC2813,1384,Karachi,4,Payment,Mobile,0,0
ACC1607,133263,Peshawar,1,Payment,Mobile,1,0
ACC1420,175383,Peshawar,2,Withdrawal,ATM,0,0
ACC2227,158420,Quetta,3,Withdrawal,ATM,0,0
ACC7089,21598,Islamabad,8,Payment,ATM,0,0
ACC8407,144371,Karachi,4,Payment,ATM,0,0
ACC8614,48422,Lahore,1,Transfer,Mobile,1,0
ACC1743,166443,Islamabad,8,Transfer,Mobile,0,0
ACC2153,48947,Quetta,4,Deposit,Mobile,1,0
ACC9858,138658,Quetta,6,Transfer,ATM,0,0
ACC4064,142202,Quetta,7,Withdrawal,Mobile,0,0
ACC8800,60453,Islamabad,9,Transfer,POS,0,0
ACC2569,113789,Karachi,7,Withdrawal,Desktop,0,0
ACC7421,7518,Lahore,2,Withdrawal,Mobile,1,0
ACC7100,8223,Karachi,5,Withdrawal,Mobile,0,0
ACC2586,120324,Islamabad,8,Withdrawal,Mobile,1,0
ACC5684,66745,Islamabad,1,Withdrawal,Desktop,0,0
ACC2821,124664,Lahore,3,Transfer,POS,0,0
ACC7567,153197,Islamabad,6,Withdrawal,POS,0,0
ACC2918,489610,Islamabad,10,Withdrawal,POS,0,1
ACC4618,17909,Quetta,6,Withdrawal,Mobile,0,0
ACC3816,136027,Islamabad,2,Withdrawal,Mobile,0,0
ACC1589,163193,Lahore,6,Payment,Mobile,0,0
ACC5450,67558,Peshawar,4,Withdrawal,Mobile,0,0
ACC8854,62933,Quetta,9,Deposit,Desktop,0,0
ACC9351,33510,Quetta,9,Payment,ATM,0,0
ACC8377,51821,Lahore,7,Deposit,ATM,0,0
ACC1776,125834,Lahore,4,Payment,ATM,0,0
ACC2188,108185,Lahore,4,Withdrawal,POS,0,0
ACC8574,94077,Lahore,6,Payment,ATM,1,0
ACC6716,713864,Peshawar,34,Transfer,Mobile,1,1
ACC2177,175784,Islamabad,2,Transfer,Desktop,0,0
ACC2462,148610,Karachi,6,Transfer,Desktop,0,0
ACC1346,119651,Quetta,4,Payment,ATM,1,0
ACC3473,150274,Lahore,7,Transfer,Mobile,0,0
ACC5834,62103,Quetta,3,Transfer,Desktop,0,0
ACC5324,118452,Quetta,9,Payment,Desktop,0,0
ACC6920,122123,Lahore,3,Transfer,POS,1,0
ACC7252,854158,Quetta,46,Withdrawal,POS,1,1
ACC1892,64294,Quetta,7,Deposit,POS,0,0
ACC5072,59972,Islamabad,9,Deposit,POS,0,0
ACC4352,78659,Lahore,3,Payment,POS,0,0
ACC9812,42807,Islamabad,2,Deposit,POS,0,0
ACC2653,728233,Lahore,35,Withdrawal,ATM,1,1
ACC2278,646720,Quetta,24,Withdrawal,POS,1,1
ACC6719,74755,Lahore,4,Payment,POS,1,0
ACC6688,131195,Quetta,7,Withdrawal,Mobile,0,0
ACC1454,31550,Quetta,5,Payment,ATM,0,0
ACC3419,1082,Karachi,2,Deposit,ATM,0,0
ACC5737,318018,Quetta,37,Withdrawal,POS,1,1
ACC3712,123271,Islamabad,9,Withdrawal,ATM,1,0
ACC9921,179908,Lahore,1,Withdrawal,Desktop,0,0
ACC3767,198183,Lahore,2,Transfer,Desktop,0,0
ACC3262,112481,Lahore,4,Payment,POS,0,0
ACC9372,110385,Peshawar,2,Payment,Desktop,0,0
ACC7555,418305,Peshawar,20,Transfer,Desktop,1,1
ACC9041,183749,Karachi,9,Payment,POS,0,0
ACC8351,142383,Lahore,3,Payment,Mobile,0,0
ACC5280,79154,Lahore,4,Payment,POS,0,0
ACC8087,10086,Lahore,3,Transfer,Mobile,0,0
ACC8262,119555,Lahore,5,Payment,POS,0,0
ACC2749,930057,Karachi,15,Payment,Desktop,1,1
ACC1726,83391,Peshawar,8,Withdrawal,ATM,1,0
ACC6774,523332,Quetta,39,Transfer,ATM,1,1
ACC4622,136457,Quetta,6,Withdrawal,Desktop,0,0
ACC5981,23922,Peshawar,5,Withdrawal,POS,0,0
ACC9104,154403,Islamabad,1,Payment,Desktop,0,0
ACC2816,65141,Karachi,9,Deposit,ATM,0,0
ACC8781,444525,Islamabad,36,Withdrawal,POS,1,1
ACC6080,149650,Islamabad,8,Withdrawal,ATM,1,0
ACC2889,193103,Peshawar,7,Withdrawal,POS,0,0
ACC8347,36009,Quetta,6,Withdrawal,POS,0,0
ACC7760,96121,Quetta,2,Deposit,Desktop,0,0
ACC2573,181133,Islamabad,1,Withdrawal,Desktop,1,0
ACC4586,187444,Quetta,3,Payment,Desktop,0,0
ACC8433,12061,Lahore,9,Deposit,ATM,0,0
ACC1041,2409,Karachi,4,Transfer,Desktop,0,0
ACC6794,155013,Lahore,2,Deposit,POS,0,0
ACC1652,159906,Islamabad,4,Deposit,Mobile,0,0
ACC2041,626194,Lahore,32,Transfer,Desktop,1,1
ACC4592,46011,Lahore,3,Withdrawal,Desktop,0,0
ACC2994,85462,Peshawar,1,Payment,Desktop,0,0
ACC7500,91615,Karachi,7,Transfer,Desktop,0,0
ACC2293,119264,Lahore,3,Withdrawal,Mobile,0,0
ACC9347,58323,Quetta,8,Deposit,POS,0,0
ACC4337,194441,Peshawar,9,Deposit,POS,0,0
ACC4289,157048,Quetta,1,Withdrawal,POS,0,0
ACC6148,63059,Islamabad,8,Transfer,POS,1,0
ACC6596,15491,Peshawar,9,Transfer,POS,0,0
ACC3117,151626,Karachi,4,Deposit,ATM,0,0
ACC1480,705928,Karachi,49,Withdrawal,Mobile,1,1
ACC6857,78481,Islamabad,7,Transfer,Desktop,0,0
ACC1982,133377,Islamabad,9,Deposit,ATM,0,0
ACC1789,23053,Islamabad,8,Deposit,Desktop,0,0
ACC7833,50871,Karachi,9,Payment,ATM,1,0
ACC1857,62985,Lahore,1,Transfer,POS,0,0
ACC9861,162667,Peshawar,9,Deposit,Mobile,0,0
ACC9069,178161,Quetta,5,Withdrawal,Mobile,0,0
ACC2642,160103,Lahore,7,Withdrawal,POS,0,0
ACC7996,2317,Lahore,4,Payment,POS,0,0
ACC4751,12363,Lahore,8,Deposit,Mobile,0,0
ACC6113,30395,Lahore,7,Transfer,Mobile,0,0
ACC1645,45059,Quetta,6,Deposit,POS,0,0
ACC9884,846105,Quetta,17,Withdrawal,POS,1,1
ACC2494,888906,Peshawar,37,Transfer,POS,1,1
ACC8910,106710,Peshawar,7,Transfer,Mobile,0,0
ACC1266,151064,Peshawar,1,Transfer,Mobile,0,0
ACC5104,101834,Islamabad,8,Payment,ATM,0,0
ACC4356,412270,Quetta,17,Transfer,Desktop,0,1
ACC2590,189392,Peshawar,9,Transfer,POS,0,0
ACC1515,675812,Quetta,11,Transfer,ATM,1,1
ACC9480,56765,Islamabad,5,Deposit,Desktop,1,0
ACC9203,169906,Peshawar,2,Transfer,Mobile,0,0
ACC6249,456314,Lahore,44,Withdrawal,Desktop,1,1
ACC5944,76389,Islamabad,4,Deposit,POS,0,0
ACC5557,17156,Islamabad,2,Transfer,ATM,0,0
ACC2376,731723,Islamabad,21,Transfer,Mobile,1,1
ACC4121,12685,Islamabad,6,Deposit,POS,0,0
ACC8174,646187,Karachi,43,Withdrawal,Desktop,1,1
ACC6522,620670,Lahore,14,Deposit,Mobile,0,1
ACC3777,168270,Karachi,2,Deposit,POS,0,0
ACC3608,69854,Karachi,6,Withdrawal,Desktop,0,0
ACC2956,755362,Karachi,28,Withdrawal,Mobile,1,1
ACC7756,87424,Islamabad,9,Deposit,POS,0,0
ACC4199,160835,Quetta,5,Deposit,ATM,0,0
ACC1073,6335,Peshawar,7,Payment,ATM,0,0
ACC3412,953845,Lahore,11,Transfer,Desktop,0,1
ACC8647,62620,Karachi,6,Withdrawal,POS,0,0
ACC6215,146445,Quetta,2,Deposit,Desktop,0,0
ACC1036,94886,Karachi,4,Transfer,ATM,0,0
ACC1146,122740,Islamabad,8,Transfer,Mobile,0,0
ACC8018,104325,Peshawar,5,Payment,Desktop,0,0
ACC6168,108296,Peshawar,9,Withdrawal,Mobile,0,0
ACC6742,5448,Lahore,4,Transfer,Desktop,0,0
ACC5408,103859,Peshawar,1,Transfer,Desktop,0,0
ACC2198,542058,Quetta,30,Withdrawal,ATM,0,1
ACC4333,83421,Karachi,6,Payment,Desktop,0,0
ACC7716,7740,Peshawar,5,Payment,Desktop,1,0
ACC4452,123853,Karachi,6,Deposit,ATM,0,0
ACC1943,130054,Peshawar,6,Payment,POS,0,0
ACC2007,179088,Peshawar,8,Deposit,POS,1,0
ACC1215,181940,Lahore,1,Payment,Desktop,0,0
ACC1965,52122,Quetta,1,Payment,ATM,0,0
ACC6740,124740,Karachi,1,Withdrawal,Desktop,0,0
ACC7841,48223,Lahore,7,Transfer,Desktop,0,0
ACC9524,143694,Lahore,5,Payment,Mobile,0,0
ACC9892,691996,Lahore,10,Transfer,Mobile,1,1
ACC3677,405182,Karachi,48,Transfer,Mobile,0,1
ACC8026,55424,Islamabad,7,Transfer,Mobile,1,0
ACC8599,164111,Lahore,7,Withdrawal,Mobile,0,0
ACC2767,16975,Islamabad,6,Transfer,Desktop,0,0
ACC6623,145958,Quetta,4,Payment,Mobile,0,0
ACC1125,892781,Lahore,38,Transfer,Mobile,1,1
ACC4860,143916,Lahore,4,Withdrawal,Mobile,0,0
ACC1225,194854,Peshawar,3,Deposit,ATM,0,0
ACC3282,104057,Peshawar,6,Deposit,ATM,0,0
ACC6091,54956,Peshawar,5,Withdrawal,ATM,1,0
ACC5774,44652,Peshawar,6,Transfer,Desktop,0,0
ACC5026,141269,Karachi,6,Withdrawal,ATM,0,0
ACC2446,172360,Lahore,1,Deposit,ATM,0,0
ACC4435,697580,Karachi,18,Transfer,ATM,0,1
ACC5271,40833,Peshawar,4,Deposit,Mobile,0,0
ACC8494,48305,Karachi,9,Payment,ATM,0,0
ACC3050,110104,Karachi,9,Deposit,ATM,0,0
ACC9427,65679,Karachi,6,Payment,ATM,0,0
ACC6229,173779,Islamabad,1,Transfer,Desktop,0,0
ACC7280,680695,Peshawar,41,Transfer,Mobile,0,1
ACC3997,2413,Quetta,4,Deposit,POS,0,0
ACC8301,883694,Peshawar,20,Deposit,ATM,1,1
ACC1953,55360,Islamabad,4,Withdrawal,ATM,0,0
ACC1129,75279,Peshawar,3,Deposit,Desktop,0,0
ACC5089,12462,Karachi,9,Withdrawal,Desktop,0,0
ACC4970,63165,Quetta,9,Deposit,POS,0,0
ACC9194,105981,Lahore,6,Deposit,ATM,0,0
ACC2023,9098,Islamabad,2,Deposit,Mobile,0,0
ACC2931,163364,Quetta,2,Deposit,Mobile,0,0
ACC7766,8949,Peshawar,1,Payment,Mobile,0,0
ACC4709,40198,Peshawar,9,Withdrawal,Mobile,0,0
ACC4262,116193,Quetta,4,Withdrawal,POS,0,0
ACC7692,99707,Quetta,9,Transfer,Desktop,0,0
ACC3886,156092,Peshawar,7,Payment,Mobile,0,0
ACC1890,65906,Quetta,9,Transfer,Mobile,1,0
ACC4668,2013,Peshawar,8,Transfer,POS,1,0
ACC8227,122757,Karachi,7,Transfer,POS,0,0
ACC8312,757797,Quetta,36,Withdrawal,Mobile,1,1
ACC5149,144552,Karachi,2,Transfer,Desktop,0,0
ACC9529,114124,Peshawar,4,Transfer,POS,0,0
ACC8768,71211,Quetta,1,Withdrawal,POS,0,0
ACC2402,69305,Peshawar,7,Transfer,Mobile,1,0
ACC9840,127472,Peshawar,2,Payment,POS,0,0
ACC9510,144773,Karachi,7,Withdrawal,ATM,1,0
ACC3988,705292,Karachi,19,Withdrawal,Desktop,0,1
ACC1925,193397,Peshawar,9,Payment,Desktop,0,0
ACC8432,51814,Quetta,4,Payment,Desktop,0,0
ACC9538,96793,Islamabad,5,Payment,POS,1,0
ACC7227,424753,Peshawar,20,Withdrawal,Desktop,1,1
ACC3853,133544,Lahore,2,Payment,Desktop,0,0
ACC1974,102249,Islamabad,8,Payment,ATM,0,0
ACC4758,82490,Islamabad,4,Withdrawal,Desktop,0,0
ACC8163,64770,Peshawar,7,Transfer,Desktop,1,0
ACC9203,506029,Lahore,32,Payment,ATM,1,1
ACC5909,74648,Quetta,5,Transfer,Desktop,0,0
ACC6956,179050,Peshawar,5,Withdrawal,Mobile,1,0
ACC1497,27875,Lahore,7,Deposit,Mobile,0,0
ACC8809,629060,Quetta,45,Withdrawal,ATM,1,1
ACC2274,93987,Lahore,6,Withdrawal,POS,0,0
ACC6085,1197,Peshawar,5,Withdrawal,Mobile,1,0
ACC4020,84782,Islamabad,6,Payment,POS,0,0
ACC5879,166980,Karachi,4,Transfer,Mobile,0,0
ACC5837,171081,Karachi,7,Transfer,ATM,0,0
ACC9806,194847,Karachi,3,Deposit,ATM,0,0
ACC7209,35251,Peshawar,6,Withdrawal,Mobile,0,0
ACC3144,113983,Islamabad,6,Transfer,POS,1,0
ACC5937,365575,Islamabad,21,Transfer,POS,1,1
ACC5173,188034,Peshawar,2,Payment,POS,0,0
ACC9222,99708,Karachi,6,Payment,Desktop,0,0
ACC4952,165810,Islamabad,7,Deposit,POS,1,0
ACC3295,304052,Lahore,48,Deposit,Desktop,1,1
ACC4236,187044,Quetta,5,Deposit,Desktop,0,0
ACC4345,924933,Islamabad,46,Withdrawal,POS,0,1
ACC9291,155899,Peshawar,7,Withdrawal,ATM,0,0
ACC4232,571902,Islamabad,39,Withdrawal,Mobile,1,1
ACC9291,630522,Peshawar,24,Transfer,ATM,1,1
ACC6871,172316,Peshawar,1,Transfer,Desktop,0,0
ACC3302,71933,Peshawar,5,Payment,ATM,0,0
ACC2417,124915,Islamabad,9,Transfer,Desktop,0,0
ACC8621,94876,Karachi,5,Transfer,Desktop,0,0
ACC6203,971590,Karachi,42,Transfer,POS,1,1
ACC7317,99357,Lahore,4,Payment,Desktop,0,0
ACC9363,106050,Quetta,3,Transfer,Mobile,0,0
ACC3297,196069,Lahore,4,Transfer,POS,0,0
ACC3767,109596,Karachi,9,Withdrawal,ATM,0,0
ACC7866,113879,Lahore,2,Deposit,ATM,0,0
ACC1809,185857,Peshawar,7,Transfer,POS,1,0
ACC5294,53750,Lahore,3,Withdrawal,Mobile,0,0
ACC5095,64846,Quetta,1,Payment,Mobile,1,0
ACC6316,11756,Peshawar,3,Transfer,ATM,0,0
ACC9906,182458,Lahore,3,Withdrawal,ATM,0,0
ACC5922,199138,Peshawar,6,Withdrawal,Mobile,0,0
ACC6201,81071,Islamabad,9,Withdrawal,ATM,0,0
ACC7356,614404,Peshawar,34,Transfer,Mobile,0,1
ACC9189,101153,Peshawar,6,Payment,ATM,0,0
ACC7816,66626,Karachi,2,Deposit,POS,1,0
ACC9187,86669,Islamabad,4,Transfer,Mobile,0,0
ACC6142,14892,Islamabad,7,Transfer,POS,0,0
ACC9635,598877,Islamabad,31,Transfer,POS,1,1
ACC5621,97459,Quetta,1,Transfer,ATM,0,0
ACC2306,67537,Lahore,1,Withdrawal,ATM,0,0
ACC1365,64891,Lahore,5,Deposit,Mobile,0,0
ACC6511,142482,Karachi,8,Withdrawal,Desktop,0,0
ACC2188,105952,Peshawar,2,Withdrawal,POS,0,0
ACC1589,476443,Karachi,35,Withdrawal,ATM,1,1
ACC1668,48505,Peshawar,6,Transfer,Desktop,0,0
ACC6833,32787,Peshawar,2,Withdrawal,ATM,0,0
ACC4877,134976,Quetta,7,Withdrawal,Mobile,0,0
ACC1050,487275,Quetta,14,Withdrawal,ATM,1,1
ACC8785,73981,Lahore,7,Transfer,Desktop,0,0
ACC3464,53405,Quetta,5,Withdrawal,Mobile,0,0
ACC2089,906953,Islamabad,19,Transfer,Desktop,0,1
ACC9969,35668,Lahore,2,Transfer,POS,0,0
ACC9501,468414,Islamabad,31,Withdrawal,Desktop,1,1
ACC5658,132203,Quetta,4,Transfer,Desktop,0,0
ACC8056,178484,Quetta,2,Payment,ATM,0,0
ACC4338,177591,Quetta,7,Transfer,POS,0,0
ACC8261,36115,Peshawar,5,Payment,ATM,0,0
ACC7722,20213,Lahore,8,Withdrawal,ATM,1,0
ACC8525,175183,Quetta,7,Withdrawal,ATM,0,0
ACC3316,184933,Karachi,9,Deposit,ATM,0,0
ACC2576,53865,Lahore,9,Payment,POS,0,0
ACC1464,64613,Lahore,6,Withdrawal,Desktop,0,0
ACC6353,811193,Islamabad,30,Withdrawal,Desktop,1,1
ACC7749,169037,Lahore,3,Transfer,Mobile,0,0
ACC6737,51769,Quetta,1,Payment,Mobile,0,0
ACC5218,38151,Islamabad,3,Deposit,Mobile,0,0
ACC8133,78581,Quetta,3,Transfer,POS,0,0
ACC7866,115222,Islamabad,6,Payment,POS,0,0
ACC5166,165666,Lahore,2,Deposit,Mobile,0,0
ACC2030,152594,Peshawar,5,Transfer,POS,0,0
ACC4530,26769,Islamabad,8,Transfer,POS,0,0
ACC7275,18856,Islamabad,3,Deposit,POS,0,0
ACC7567,12624,Karachi,1,Transfer,ATM,0,0
ACC8506,95566,Islamabad,1,Payment,ATM,0,0
ACC3642,124972,Islamabad,8,Payment,Mobile,0,0
ACC5057,64310,Quetta,9,Payment,POS,0,0
